section	verse	gospel_refs	text
XVII	43	Luke iv. 24	we have heard that thou didst in Capernaum, do here also in thine own city? And he said, Verily I say unto you, A prophet is not received in his own city, nor among
XVII	44	Mark vi. 4	his brethren: for a prophet is not despised, save in his own city, and among his own
XVII	45	Luke iv. 25	kin, and in his own house. Verily I say unto you, In the days of Elijah the prophet, there were many widows among the children of Israel, when the heaven held back
XVII	46	Luke iv. 26	three years and six months, and there was a great famine in all the land; and Elijah was not sent to one of them, save to Zarephath of Sidon, to a woman that was
XVII	47	Luke iv. 27	a widow. And many lepers were among the children of Israel in the days of Elisha the prophet; but not one of them was cleansed, save Naaman the Nabathæan.
XVII	48	Mark vi. 5	And he was not able to do there many mighty works, because of their unbelief;
XVII	49	Mark vi. 6	except that he laid his hand upon a few of the sick, and healed them. And he marvelled
XVII	50	Luke iv. 28	at their lack of faith. And when those who were in the synagogue heard,
XVII	51	Luke iv. 29	they were all filled with wrath; and they rose up, and brought him forth outside the city, and brought him to the brow of the hill upon which their city was built, that
XVII	52	Luke iv. 30	they might cast him from its summit: but he passed through among them and went away.
XVII	53	Mark vi. 6	And he went about in the villages which were around Nazareth, and taught in their synagogues. Footnotes[edit]
XVIII	1	Matt. xiv. 1; Mark vi. 14	At that time Herod the tetrarch heard of the fame of Jesus, and all the things which came to pass at his hand; and he marvelled, for he had obtained excellent
XVIII	2	Luke ix. 7	information concerning him. And some men said that John the Baptist was risen
XVIII	3	Luke ix. 8	from among the dead; and others said that Elijah had appeared; and others, Jeremiah;
XVIII	4	Luke ix. 8	and others, that a prophet of the old prophets was risen; and others said that he
XVIII	5	Mark vi. 16	was a prophet like one of the prophets. Herod said to his servants, This is John the Baptist, he whom I beheaded; he is risen from among the dead: therefore mighty
XVIII	6	Mark vi. 17	works result from him. For Herod himself had sent and taken John, and cast him into prison, for the sake of Herodias his brother Philip’s wife, whom he
XVIII	7	Mark vi. 18	had taken. And John said to Herod, Thou hast no authority to take the wife of thy
XVIII	8	Mark vi. 19	brother. And Herodias avoided him and wished to kill him; and she could not.
XVIII	9	Mark vi. 20	But Herod feared John, for he knew that he was a righteous man and a holy; and
XVIII	10	Matt. xiv. 5	he guarded him, and heard him much, and did, and obeyed him with gladness. And he wished to kill him; but he feared the people, for they adhered to him as the
XVIII	11	Mark vi. 21	prophet. And there was a celebrated day, and Herod had made a feast for his great men on the day of his anniversary, and for the officers and for the chief men
XVIII	12	Mark vi. 22	of Galilee. And the daughter of Herodias came in and danced in the midst of the company, and pleased Herod and those that sat with him. And the king said to the
XVIII	13	Mark vi. 23	damsel, Ask of me what thou wilt, and I will give it thee. And he sware unto her,
XVIII	14	Mark vi. 24	Whatsoever thou shalt ask, I will give it thee, to the half of my kingdom. And she went out, and said unto her mother, What shall I ask him? She said unto her, The
XVIII	15	Mark vi. 25	head of John the Baptist. And immediately she came in hastily to the king, and said unto him, I desire in this hour that thou give me on a dish the head of John
XVIII	16	Mark vi. 26	the Baptist. And the king was exceeding sorry; but because of the oath and the
XVIII	17	Mark vi. 27	guests he did not wish to refuse her. But immediately the king sent an executioner, and commanded that he should bring the head of John: and he went and cut off
XVIII	18	Mark vi. 28	the head of John in the prison, and brought it on a dish, and delivered it to the
XVIII	19	Mark vi. 29; Matt. xiv. 12	damsel; and the damsel gave it to her mother. And his disciples heard, and came and took his body, and buried it. And they came and told Jesus what
XVIII	20	Luke ix. 9	had happened. And for this cause Herod said, I beheaded John: who
XVIII	21	Matt. xiv. 13	is this, of whom I hear these things. And he desired to see him. And Jesus, when he heard, removed thence in a boat to a waste place alone, to the other side of the sea of the Galilee of Tiberias.
XVIII	22	Mark vi. 33; John vi. 2	And many saw them going, and knew them, and hastened by land from all the cities, and came thither beforehand; for they saw the signs which he was doing on the
XVIII	23, 24	John vi. 3; John vi. 4	sick. And Jesus went up into the mountain, and sat there with his disciples. And
XVIII	25	John vi. 5; Mark vi. 34	the feast of the passover of the Jews was near. And Jesus lifted up his eyes, and saw great multitudes coming to him. And he was moved with compassion for them, for
XVIII	26	Luke ix. 11	they were like sheep that were without a shepherd. And he received them, and spake to them concerning the kingdom of God, and healed those who had need of healing.
XVIII	27	Matt. xiv. 15	And when the evening approached, his disciples came to him, and said unto
XVIII	28	Mark vi. 36	him, The place is desert, and the time is past; send away the multitudes of the people, that they may go to the towns and villages which are around us, and buy for
XVIII	29	Matt. xiv. 16	themselves bread; for they have nothing to eat. But he said unto them, They have
XVIII	30	Matt. xiv. 17; John vi. 5	no need to go away; give ye them what may be eaten. They said unto him, We have not here enough. He said unto Philip, Whence shall we buy bread that these may eat?
XVIII	31, 32	John vi. 6; John vi. 7	And he said that proving him; and he knew what he was resolved to do. Philip said unto him, Two hundred pennyworth of bread would not suffice them after
XVIII	33	John vi. 8	every one of them hath taken a small amount. One of his disciples said unto
XVIII	34	John vi. 9	him (namely, Andrew the brother of Simon Cephas), Here is a lad having five loaves
XVIII	35	Luke ix. 13	of barley and two fishes: but this amount, what is it for all these? But wilt thou that we go and buy for all the people what may be eaten? for we have no more
XVIII	36	John vi. 10	than these five loaves and the two fishes. And the grass was plentiful in that place. Jesus said unto them, Arrange all the people that they may sit down on the grass,
XVIII	37	Mark vi. 40	fifty people in a company. And the disciples did so. And all the people sat down
XVIII	38	Matt. xiv. 18	by companies, by hundreds and fifties. Then Jesus said unto them, Bring hither
XVIII	39	Mark vi. 41	those five loaves and the two fishes. And when they brought him that, Jesus took the bread and the fish, and looked to heaven, and blessed, and divided, and gave to
XVIII	40	Matt. xiv. 19	his disciples to set before them; and the disciples set for the multitudes the bread
XVIII	41	Matt. xiv. 20	and the fish; and they ate, all of them, and were satisfied. And when they were satisfied, he said unto his disciples, Gather the fragments that remain over, that nothing
XVIII	42	John vi. 13	be lost. And they gathered, and filled twelve baskets with fragments, being those that remained over from those which ate of the five barley loaves and the two
XVIII	43	Matt. xiv. 21	fishes. And those people who ate were five thousand, besides the women and children.
XVIII	44	Mark vi. 45	And straightway he pressed his disciples to go up into the ship, and that they should go before him unto the other side to Bethsaida, while he
XVIII	45	John vi. 14	himself should send away the multitudes. And those people who saw the sign which
XVIII	46	John vi. 15	Jesus did, said, Of a truth this is a prophet who hath come into the world. And Jesus knew their purpose to come and take him, and make him a king; and he left them, and went up into the mountain alone for prayer.
XVIII	47, 48	John vi. 16; John vi. 17	And when the nightfall was near, his disciples went down unto the sea, and sat in a boat, and came to the side of Capernaum. And the darkness came on, and Jesus
XVIII	49	John vi. 18	had not come to them. And the sea was stirred up against them by reason of a violent
XVIII	50	Matt. xiv. 24	wind that blew. And the boat was distant from the land many furlongs, and they were much damaged by the waves, and the wind was against them. Footnotes[edit]
XIX	1	Matt. xiv. 25	And in the fourth watch of the night Jesus came unto them, walking upon the
XIX	2	John vi. 19	water, after they had rowed with difficulty about twenty-five or thirty furlongs.
XIX	3	Matt. xiv. 26	And when he drew near unto their boat, his disciples saw him walking on the water; and they were troubled, and supposed that it was a false appearance; and they cried
XIX	4	Matt. xiv. 27	out from their fear. But Jesus straightway spoke unto them, and said, Take courage,
